child,parent,description
F2212-M-2015,F,Life and death in the Andes : on the trail of bandits
JK1059-M-2015,JK,The First Congress : how James Madison
F2088-H-2016,F,Saba's first inhabitants : a story of 3300 years of Amerindian occupation prior to European contact (1800 BC-AD 1492) 
F1924-H-2016,F,The Haitian Declaration of Independence : creation
E332-P-2016,E,The private Jefferson : perspectives from the collections of the Massachusetts Historical Society 
E312-2-v.24,E,"Correspondence. Selections+""The papers of George Washington. Revolutionary War series. 24"
E668-B-2015,E,"Or et la liberté. English+""Gold and freedom : the political economy of Reconstruction "
E99-F-2016,E,The railroad and the Pueblo Indians : the impact of the Atchison
E78-L-2016,E,Late Holocene Research on Foragers and Farmers in the Desert West 
E99-R-2016,E,Sending the Spirits Home : The Archaeology of Hohokam Mortuary Practices 
E78-L-2016,E,The Archaeology and Rock Art of Swordfish Cave 
E907-E-2016,E,Turning point : picking up the pieces after eight years of failed progressive policies : a collection of articles indicting the Obama era 
E441-L-2015,E,Linking the histories of slavery : North America and its borderlands 
E470-C-2016,E,"Seizing destiny : the Army of the Potomac's Valley Forge"" and the Civil War winter that saved the Union "
E476-G-2016,E,The maps of the Wilderness : an atlas of the Wilderness Campaign
F2651-N-2016,F,Afro-Paradise : Blackness
E487-C-2015,E,Confederate cities : the urban South during the Civil War era 
F869-A-2016,F,The streets of San Francisco : policing and the creation of a cosmopolitan liberal politics
E449-B-2016,E,Liberty power : antislavery third parties and the transformation of American politics 
E185-A-2015,E,Stigma and culture : last-place anxiety in Black America 
F1219-S-2016,F,Los primeros Mexicanos : late Pleistocene and early Holocene people of Sonora 
F819-F-2016,F,A frontier documentary : Sonora and Tucson
E99-E-2016,E,From new peoples to new nations : aspects of Métis history and identity from the eighteenth to the twenty-first centuries 
F1221-E-2016,F,Empire of sand : the Seri indians and the struggle for Spanish Sonora
F910-J-2016,F,Our perfect wild : Ray and Barbara Bane's journeys and the Fate of the Far North 
JN1468-D-2015,JN,Free state or republic? : pen pictures of the historic treaty session of Däil [72\Eireann 
F2279-K-2015,F,Fighting monsters in the abyss : the second administration of Colombian President Alvaro Uribe Velez
JC596-C-2015,JC,Cultures of privacy : paradigms
E185-A-2016,E,"Works. Selections+""Amy Jacques Garvey : selected writings from the Negro World"
F1029-T-2015,F,Conflicting visions : Canada and India in the Cold War world
F1090-L-2016,F,Lock
F1435-M-2015,F,The Maya : voices in stone 
E907-G-2016,E,The State of our Disunion : the Obama Years 
F140-K-2016,F,American governor : Chris Christie's bridge to redemption 
E907-P-2016,E,Buyer's remorse : how Obama let progressives down 
E185-M-2016,E,Taking bullets : terrorism and Black life in twenty-first century America : confronting white nationalism
F157-M-2016,F,The Parker sisters : a border kidnapping 
E115-W-2016,E,The mythical Indies and Columbus's apocalyptic letter : imagining the Americas in the late Middle Ages 
JC421-O-2016,JC,On civic republicanism : ancient lessons for global politics 
F1386-S-2016,F,Photopoetics at Tlatelolco : Afterimages of Mexico
E628-T-2016,E,Another year finds me in Texas : the Civil War diary of Lucy Pier Stevens 
E477-S-2016,E,Sack and destruction of the city of Columbia
E473-C-2015,E,Empire of sand : the struggle for the southwest
E441-U-2016,E,Understanding and teaching American slavery 
F262-F-2016,F,Fort San Juan and the limits of empire : colonialism and household practice at the Berry Site 
F1769-V-2016,F,Archaeology of early colonial interaction at El Chorro de Maíta
F1435-H-2016,F,Human adaptation in ancient Mesoamerica : empirical approaches to Mesoamerican archaeology 
E185-R-2016,E,A mysterious life and calling : from slavery to ministry in South Carolina 
F1752-C-2016,F,Cuban studies 44 
E446-R-2016,E,Slavery and the Democratic Conscience : Political Life in Jeffersonian America 
E445-G-2015,E,The ragged road to abolition : slavery and freedom in New Jersey
F394-A-2016,F,Walking the Llano : A Texas memoir of Place 
F1938-P-2016,F,Dividing Hispaniola : the Dominican Republic's border campaign against Haiti
E476-V-2016,E,Kill Jeff Davis : The Union Raid on Richmond
E83-W-2016,E,Blood on the Marias : the Baker Massacre 
F391-J-2016,F,Riding for the Lone Star : Frontier Cavalry and the Texas Way of War
E467-C-2015,E,Against the grain : Colonel Henry M. Lazelle and the U.S. Army 
E585-G-2013,E,The green and the gray : the Irish in the Confederate States of America 
E99-W-2014,E,The worlds the Shawnees made : migration and violence in early America 
F1435-M-2015,F,The Maya of the Cochuah Region : Archaeological and Ethnographic Perspectives on the Northern lowlands 
E78-C-2015,E,The Civil War and Reconstruction in Indian Territory 
E99-G-2016,E,The Dust Rose Like Smoke : The Subjugation of the Zulu and the Sioux 
F1232-F-2016,F,Independent Mexico : the pronunciamiento in the age of Santa Anna
E78-M-2015,E,Ancestral mounds : vitality and volatility of Native America 
F2646-P-2016,F,Transnational South America : experiences
E337-A-2016,E,From Confederation to Nation : The Early American Republic
F1415-H-2016,F,Latin America and the Caribbean in the global context : why care about the Americas? 
E183-C-2016,E,The United States and Turkey's path to Europe : hands across the table 
E160-M-2016,E,Wild America 
JX1635-A-2015,JX,The rise of modern diplomacy
JN543-E-2015,JN,The Great Reform Act of 1832 
JV151-D-2016,JV,Decolonising imperial heroes : cultural legacies of the British and French empires 
JV7620-P-2016,JV,An immigration history of Britain : multicultural racism since 1800 
F526-W-2016,F,IN writing : uncovering the unexpected Hoosier State 
E449-A-2015,E,The antislavery vanguard : new essays on the abolitionists 
E185-G-2015,E,Secret city : a history of race relations in the nation's capital 
E342-K-2015,E,"Madison's Advice to my country"" "
E210-S-2015,E,Toward Lexington : the role of the British Army in the coming of the American Revolution 
E302-A-1950,E,The letters of Benjamin Franklin & Jane Mecom 
E275-W-2015,E,This glorious cause-- : the adventures of two company officers in Washington's army 
E313-B-2015,E,Number 7 : Alexander Hamilton's secret attempts to control American foreign policy
E184-W-2014,E,The color of success : Asian Americans and the origins of the model minority 
E767-L-2015,E,Wilson : the new freedom. Volume II 
JX1948-B-2015,JX,Radical pacifists in antebellum America 
E417-B-2015,E,James K. Polk. Volume 1
E417-B-2015,E,James K. Polk. Volume 2
E182-S-2015,E,The rise of American naval power
F152-D-2015,F,William Penn : politics and conscience 
E322-H-2015,E,The changing political thought of John Adams 
JQ215-S-1967,JQ,India as a secular state 
E806-P-2016,E,The New Deal : a global history 
JN7041-L-2015,JN,Norway-Sweden : union
E806-C-2016,E,The great exception : the New Deal and the limits of American politics 
JK325-P-2015,JK,The New Deal and the States : federalism in transition 
E169-A-2016,E,Immigration
E175-H-2016,E,Nationalism and History Education : Curricula and Textbooks in the United States and France 
JN3946-L-2015,JN,The outlawed party : social democracy in Germany
E169-E-2015,E,Mirage in the West : a history of the French image of American society to 1815 
JC513-M-1964,JC,The two kingdoms : ecclesiology in Carolingian political thought 
JN2337-B-2015,JN,Assemblies and representation in Languedoc in the thirteenth century 
JQ211-M-2015,JQ,The transfer of power in India 
F1435-E-2016,F,Encyclopedia of the ancient Maya 
E599-S-2015,E,Australian confederates : how 42 Australians joined the rebel cause and fired the last shot in the American Civil War 
E176-C-2016,E,Historical dictionary of the U.S. presidency 
E169-C-2016,E,American cultural studies : an introduction to American culture 
E99-L-2016,E,Imprints : the Pokagon Band of Potawatomi Indians and the city of Chicago 
F466-J-2015,F,It ends here : Missouri's last vigilante 
E178-J-2015,E,Taking sides. Clashing views in US history. Volume 1
E175-J-2015,E,United States history. Volume 1
E184-S-2016,E,The invisible Irish : finding Protestants in the nineteenth-century migrations to America 
F1055-M-2016,F,A place in the sun : Haiti
E78-H-2015,E,From treaties to reserves : the federal government and Native peoples in territorial Alberta
E475-B-2016,E,Observing Hancock at Gettysburg : the general's leadership through eyewitness accounts 
E470-C-2016,E,The Army of Northern Virginia : organization
E476-M-2016,E,Trevilian Station
F262-C-2016,F,Gaston County
E81-K-2016,E,The terrible Indian Wars of the West : a history from the Whitman Massacre to Wounded Knee
E83-M-2016,E,Edward J. Steptoe and the Indian wars : life on the frontier
E83-W-2016,E,Participants in the Battle of the Little Big Horn : a biographical dictionary of Sioux
E185-K-2016,E,African American historic burial grounds and gravesites of New England 
JV1027-C-2016,JV,The cultural construction of the British world 
E540-C-2016,E,Beyond their years : stories of sixteen Civil War children 
F202-L-2016,F,"Black Georgetown remembered : a history of its black community from the founding of The Town of George"" in 1751 to the present day "
E99-A-2013,E,Culture and customs of the Choctaw indians 
E156-W-2016,E,Worldmark encyclopedia of the states 
E908-K-2016,E,I heart Obama 
E310-N-2016,E,Commons democracy : reading the politics of participation in the early United States 
E169-S-2016,E,Redeemer Nation in the Interregnum : an untimely meditation on the American vocation 
E856-S-2016,E,The Nixon effect : how Richard Nixon's presidency fundementally changed American politics 
E907-L-2016,E,Liberty's nemesis : the unchecked expansion of the state 
F203-G-2016,F,Washington's monument : and the fascinating history of the obelisk 
F2688-C-2016,F,The Chaco War : environment
E176-C-2016,E,The president's first year : none were prepared
F204-H-2016,F,The invisibles : the untold story of African American slaves in the White House 
E184-K-2016,E,Brown v. Board and the transformation of American culture : education and the South in the age of desegregation 
E185-R-2015,E,Fly away : the great African American cultural migrations 
E159-P-2016,E,"Illustrated encyclopedia of American landmarks+""The visual encyclopedia of American landmarks : 150 of the most significant and noteworthy historic"
E183-G-2016,E,The grand strategy that won the Cold War : architecture of triumph 
F1435-B-2016,F,Embodying ecological heritage in a Maya community : health
F1418-O-2016,F,The Obama Doctrine in the Americas 
E169-R-2016,E,Radical legacies : twentieth-century public intellectuals in the United States 
E841-B-2016,E,Cold fire : Kennedy's northern front 
E616-P-2016,E,Johnson's Island : a prison for Confederate officers 
E185-G-2016,E,Democracy in black : how race still enslaves the American Soul 
F912-M-2010,F,Kodiak Kreol : communities of empire in early Russian America 
E183-H-2017,E,U.S. foreign policy : the paradox of world power 
E646-K-2016,E,Flags of the Civil War 
E183-A-2016,E,America in the world
E184-C-2015,E,"Towards the other America"" : anti-racist resources for White people taking action for Black Lives Matter "
E183-E-2016,E,Explaining the history of American foreign relations 
E311-H-2015,E,Hamilton versus Jefferson in the Washington administration : completing the founding or betraying the founding? 
E183-C-2015,E,A Delicate Relationship : The United States and Burma
F530-P-2016,F,"Works. Selections+""At home with Ernie Pyle "
E838-R-2016,E,"Speeches. Selections+""The last best hope : the greatest speeches of Ronald Reagan "
E185-D-2016,E,The Black presidency : Barack Obama and the politics of race in America 
F1229-V-2016,F,Indigenous elites and Creole identity in Colonial Mexico
E99-M-2015,E,Masters of empire : Great Lakes indians and the making of America 
E98-R-2015,E,Betty : the Helen Betty Osborne story 
F869-R-2016,F,Allensworth
F1466-O-2016,F,PBSuccess : the CIA's covert operation to overthrow Guatemalan President Jacobo Arbenz
E185-T-2016,E,From #BlackLivesMatter to Black liberation 
E457-G-2016,E,Redeeming the Great Emancipator 
E449-L-2016,E,The lives of Frederick Douglass 
JN111-E-2015,JN,English constitutional documents
E184-C-2016,E,The Salvador option : the United States in El Salvador
F1414-D-2016,F,Organized violence after civil war : the geography of recruitment in Latin America 
E185-G-2016,E,The Cambridge guide to African American history 
JC574-E-2015,JC,Enemies within : cultural hierarchies and liberal political models in the Hispanic world 
E183-T-2015,E,The St. Petersburg connection : Russian-American friendship from revolution to revolution 
F1143-P-2016,F,Ukkusiksalik : the people's story 
E78-R-1993,E,Rebirth : political
F2646-R-2016,F,The Rio de Janeiro reader : history
E886-C-2016,E,"Bill and Hillary+""Hillary and Bill : the Clintons and the politics of the personal "
F2035-L-2015,F,Troubling freedom : Antigua and the aftermath of British emancipation 
E184-B-2016,E,Making refuge : Somali Bantu refugees and Lewiston
E444-H-2015,E,The life of Josiah Henson : an inspiration for Harriet Beecher Stowe's Uncle Tom 
E173-A-2016,E,The American patriot's handbook : the writings
E468-H-2016,E,Food and agriculture during the Civil War 
E185-F-2016,E,Solomon Northup's kindred : the kidnapping of free citizens before the Civil War 
E98-J-2016,E,Resource exploitation in Native North America : a plague upon the peoples 
E907-C-2016,E,The right problems : what the President
JV7633-R-2015,JV,Moving up and getting on : migration
E98-A-2016,E,American Indian women of proud nations : essays on history
E443-O-2016,E,Servants
F534-L-2016,F,People need to know : confronting history in the heartland 
E491-L-2015,E,Terrible
F1418-C-2016,F,Cooperation and hegemony in US-Latin American relations : revisiting the Western Hemisphere idea 
E451-A-2005,E,The afterlife of John Brown 
E29-R-2016,E,Race and the politics of knowledge production : diaspora and black transnational scholarship in the United States and Brazil 
E184-O-2016,E,The Oxford handbook of Asian American history 
E807-F-2016,E,The four freedoms : Franklin D. Roosevelt and the evolution of an American idea 
E182-S-2016,E,The U.S. Navy : a concise history 
E302-B-2015,E,The founding fathers : a very short introduction 
E98-M-2016,E,Spirits of blood
E476-D-2016,E,Atlanta 1864 : Sherman marches South 
JQ1879-G-2016,JQ,Growing democracy in Africa : elections
F1419-E-2016,F,Expectations Unfulfilled : Norwegian Migrants in Latin America
F3097-E-2016,F,Armies of the War of the Pacific
F1035-D-2015,F,The rise and fall of Emilio Picariello 
F1488-W-2016,F,Captured Peace : Elites and Peacebuilding in El Salvador 
E525-F-1998,E,For the Union : Ohio leaders in the Civil War 
E835-S-1999,E,The Gaither committee
E159-H-1998,E,History in urban places : the historic districts of the United States 
E99-C-2015,E,Stubborn resistance : New Brunswick Maliseet and Mi'kmaq in defence of their lands 
E185-W-2016,E,America's original sin : racism
F1788-C-2016,F,A hidden history of the Cuban Revolution : how the working class shaped the guerrilla victory 
F2517-B-2016,F,Brazil 
E713-I-2016,E,Imperialism and expansionism in American history : a social
E457-I-2016,E,"Works. Selections+""The annotated Lincoln "
E185-N-2016,E,The social life of DNA : race
E185-G-2016,E,Trauma and race : a Lacanian study of African American racial identity 
E901-A-2016,E,United : thoughts on finding common ground and advancing the common good 
E99-C-2016,E,Red patriots : the story of the Seminoles 
E99-C-2016,E,Notices of Florida and the campaigns 
E181-P-2016,E,Aristocrat in uniform : General Duncan L. Clinch 
F315-W-2011,F,The territory of Florida : or sketches of the topography
E641-J-2015,E,Hiking through history : Civil War sites on the Appalachian Trail 
F685-M-2015,F,The 116 : the true story of Abraham Lincoln's lost guard 
E184-R-2016,E,Fashioning diaspora : beauty
F315-D-2016,F,Richard Keith Call
JA85-C-2016,JA,Crossing borders
JZ1313-W-2015,JZ,"Machtspolitiek. English+""Power politics "
JZ5588-C-2016,JZ,Seeking security in an insecure world 
E78-H-2016,E,Food plants of the Sonoran Desert 
E169-C-2016,E,Feast of Excess : A Cultural History of the New Sensibility 
E450-C-2014,E,Running a thousand miles for freedom : or
F593-D-2016,F,Life on the plains and among the diggings : a personal account of a gold seeker's journey to California 
F3447-W-2016,F,The diary of Heinrich Witt 
E78-F-2015,E,Tell the truth : the collected columns of Billy Frank Jr.  
JK2281-C-2017,JK,Campaigns on the cutting edge 
JC599-V-2016,JC,Civil rights for beginners 
JC571-H-2016,JC,Restoring dignity in public schools : human rights education in action 
JK1726-G-2016,JK,The Reunited States of America : how we can bridge the partisan divide 
JK1726-L-2016,JK,Crisis point : why we must-- and how we can-- overcome our broken politics in Washington and across America 
JK2316-W-2016,JK,Con job : how Democrats gave us crime
E901-L-2016,E,What America needs : the case for Trump 
JF1001-D-2015,JF,Deliberation and democracy : innovative processes and institutions 
JC480-A-2016,JC,Authoritarianism goes global : the challenge to democracy 
JN6520-L-2016,JN,Consequences of informal autonomy : the case of Russian federalism 
JC574-W-2015,JC,The left divided : the development and transformation of advanced welfare states 
JV7625-M-2015,JV,What have the immigrants ever done for us? 
JV6483-G-2015,JV,Deported : immigrant policing
JA84-P-2015,JA,Political science in Europe at the beginning of the 21st century 
JZ6010-R-2016,JZ,Contemporary conflict resolution 
JK468-H-2016,JK,Playing to the edge : American intelligence in the age of terror 
JC599-P-2015,JC,Civil society
F899-L-2016,F,Becoming a citizen activist : stories
JV4214-C-2015,JV,Conquerors : how Portugal forged the first global empire 
JZ1318-B-2016,JZ,The ascent of globalisation 
JZ6377-H-2015,JZ,China's African peacekeeping decision-making in Hu Jintao's era 
JK1967-C-2016,JK,Guide to U.S. elections 
JA84-W-2017,JA,American political thought : readings and materials 
JK1967-M-2016,JK,Minority voting in the United States : African American
JC573-M-,JC,The politics of the right 
JL969-D-2015,JL,Latin America's leaders 
JC571-P-2016,JC,Human rights and humanitarian diplomacy 
E840-R-2016,E,Reasserting America in the 1970s : U.S. public diplomacy and the rebuilding of America's image abroad 
JZ1305-W-2016,JZ,Asymmetry and international relationships 
JZ1305-N-2017,JZ,Perspectives on international relations : power
JS7537-P-2015,JS,Popular politics in South African cities : unpacking community participation 
E183-K-2005,E,The United States and the European right
JZ1730-S-2016,JZ,A strategy for security in East Asia : Shanghai Cooperation Organization 
JZ1480-S-2017,JZ,The foreign policy puzzle : interests
JZ1242-C-2016,JZ,Current debates in international relations 
JK516-P-2017,JK,The politics of the presidency 
JL2031-A-2016,JL,Politicized enforcement in Argentina : labor and environmental regulation 
JK1319-S-2015,JK,The U.S. House of Representatives 
F610-A-2015,F,Finding common ground : the art of legislating in an age of gridlock 
JK4816-R-2016,JK,Turning Texas blue : what it will take to break the GOP grip on America's reddest state 
JC571-F-2015,JC,Freedom in the world 2015 : the annual survey of political rights and civil liberties 
JC585-M-2016,JC,John Stuart Mill on tyranny and liberty : wisdom from a founder of modern freedom 
JC573-D-2016,JC,Rules for patriots : how conservatives can win again 
JC573-W-2016,JC,Why are conservatives always wrong? : terrifying quotes from conservatives throughout U.S. history 
JF494-C-1998,JF,Citizens as legislators : direct democracy in the United States 
JN1228-T-2014,JN,Britain rebooted : why federalism would be good for the nations and regions of the UK 
JL65-B-2015,JL,Canadian democracy 
JF2051-J-2016,JF,Social media
JK2356-O-2016,JK,The four faces of the Republican Party : the fight for the 2016 presidential nomination 
JK1726-B-2016,JK,A battlefield of values : America's left
JK2271-K-2016,JK,Independent politics : how American disdain for parties leads to political inaction 
JL969-L-2016,JL,Party brands in crisis : partisanship
JK2356-C-2015,JK,The wilderness : deep inside the Republican Party's combative contentious
E184-P-2015,E,Brown is the new white : how the demographic revolution has created a new American majority 
JK1726-G-2016,JK,Populism's power : radical grassroots democracy in America 
JK1764-L-2015,JK,We are the ones we have been waiting for : the promise of civic renewal in America 
JK2281-N-2016,JK,The marketing revolution in politics : what recent U.S.  presidential campaigns can teach us about effective marketing 
JK1976-B-2016,JK,Conventional wisdom and American elections : exploding myths and misconceptions 
JK1967-A-2016,JK,The 21st-century voter : who votes
JK1976-D-2016,JK,The VP advantage : how running mates influence home state voting in presidential elections 
JK524-K-2016,JK,Man enough? : Donald Trump
JK2281-S-2016,JK,Building a business of politics : the rise of political consulting and the transformation of American democracy 
JK2281-P-2016,JK,Praeger handbook of political campaigning in the United States 
JK1976-J-2016,JK,The politics of congressional elections 
JK1846-W-2016,JK,The fight to vote 
JF2112-F-2016,JF,Political advertising in the United States 
JK1726-S-2016,JK,Political animals : how our Stone-Age brain gets in the way of smart politics 
JF497-G-2015,JF,The people's referendum : why Scotland will never be the same again 
JN36-H-2016,JN,Parliamentary administrations in the European Union 
JK1994-F-2016,JK,Ballot battles : the history of disputed elections in the United States 
JZ5584-P-2016,JZ,The promise of reconciliation? : examining violent and nonviolent effects on Asian conflicts 
JS7353-M-2015,JS,Information for autocrats : representation in Chinese local congresses 
JQ98-O-2016,JQ,Government and politics in South Asia 
JL193-E-2016,JL,Principles and gerrymanders : parliamentary redistribution of ridings in Ontario
JL966-H-2016,JL,Inclusion without representation in Latin America : gender quotas and ethnic reservations 
JC327-G-2015,JC,The Governance report 2015 
JF1525-R-2015,JF,The whistleblower's dilemma : Snowden
JK468-S-2016,JK,The art of policymaking : tools
JJ1010-E-2015,JJ,Collaborative governance regimes 
JA86-T-2016,JA,Research design in political science 
JS3185-C-2016,JS,In defence of councillors 
JA86-L-2015,JA,Writing in political science : a brief guide 
JF51-C-2017,JF,Comparative politics : classic and contemporary readings 
JK2261-S-2016,JK,Social psychology of political polarization 
JN7042-A-2016,JN,Scandinavian politics today 
JF1525-W-2015,JF,Emergency politics in the third wave of democracy : a study of regimes of exception in Bolivia
JN1371-B-2015,JN,We are the 56 : the individuals behind a political revolution 
JN956-B-2016,JN,The British general election of 2015 
JN238-L-2016,JN,The risk of BREXIT : the politics of a referendum 
JQ1852-P-2016,JQ,Hizb ut-Tahrir : the untold history of the Liberation Party 
JQ1830-H-2016,JQ,Hamas : terrorism
JZ5595-A-2016,JZ,The world in conflict : understanding the world's troublespots 
JQ1850-G-2016,JQ,The Arab Spring five years later : toward greater inclusiveness 
JV6035-I-2006,JV,International migration outlook 2015.
E185-T-2016,E,The birth of cool : style narratives of the African diaspora 
E185-R-2016,E,Americans from Africa  
JQ1519-L-2016,JQ,A research guide to central party and government meetings in China
JV7406-R-2016,JV,Mexicans on the move : migration and return in rural Mexico 
F787-M-2016,F,On the border : portraits of America's southwestern frontier 
JN248-C-2015,JN,The Commonwealth yearbook. 2015 
E184-Q-2016,E,The cultural clash : Chinese traditional native-place sentiment and the anti-Chinese movement 
JV6475-T-2016,JV,The coyote's bicycle : the untold story of seven thousand bicycles and the rise of a borderland empire 
F379-J-2005,F,What would the world be without women : stories from the 9th Ward 
E840-E-2016,E,A brief history of the Cold War 
E625-M-2015,E,Empty sleeves : amputation in the Civil War South 
E457-B-2015,E,Lincoln mediated : the president and the press through nineteenth-century media 
E183-G-2015,E,Meeting China halfway : how to defuse the emerging US-China rivalry 
E856-I-2015,E,Nixon's first cover-up : the religious life of a Quaker president 
E842-S-2015,E,The politics of deception : JFK's secret decisions on Vietnam
E176-S-2015,E,Religion in the Oval Office : the religious lives of American presidents 
E738-H-2015,E,American cyclone : Theodore Roosevelt and his 1900 whistle-stop campaign 
E215-C-2016,E,Community without consent : new perspectives on the Stamp Act 
E183-M-2015,E,Dissolving Tensions : Rapprochement and Resolution in British-American-Canadian Relations in the Treaty of Washington Era
E813-H-2016,E,Harry & Arthur : Truman
E302-S-2016,E,Invisible sovereign : imagining public opinion from the revolution to reconstruction 
E668-M-2015,E,Lincoln's last speech : wartime reconstruction and the crisis of reunion 
E353-M-2016,E,The man who captured Washington : Major General Robert Ross and the War of 1812 
E360-K-2015,E,Privateering : Patriots and Profits in the War of 1812 
E467-M-2015,E,Lincoln's autocrat : the life of Edwin Stanton 
E183-C-2015,E,Off the radar : a father's secret
E169-B-2015,E,Cold War modernists : art
E841-F-2015,E,Dwight Eisenhower and American foreign policy during the 1960s : an American lion in winter 
E172-D-2015,E,Leading the historical enterprise : strategic creativity
E268-C-2015,E,Hessians : mercenaries
E855-W-2015,E,The last of the president's men 
E457-C-2015,E,Abe Lincoln's secret war against the North 
E745-A-2015,E,General Jacob Devers : World War II's forgotten four star 
JQ1510-H-2015,JQ,Handbook of the politics of China 
E184-R-2015,E,Race
JQ1850-K-1990,JQ,Tents and pyramids : games and ideology in Arab culture from backgammon to autocratic rule 
E457-A-2016,E,Abraham Lincoln and liberal democracy 
E839-H-2016,E,Congress
E184-C-2016,E,Interpreters of occupation : gender and the politics of belonging in an Iraqi refugee network 
E375-R-2015,E,The one-party presidential contest : Adams
E183-P-2016,E,The Power of culture : encounters between China and the United States 
JC421-A-2016,JC,Democracy for realists : why elections do not produce responsive government 
JZ1305-P-2016,JZ,International pecking orders : the politics and practice of multilateral diplomacy 
JF60-M-2015,JF,Power and the vote : elections and electricity in the developing world 
E901-A-2016,E,The envoy : from Kabul to the White House
E176-R-2015,E,Recapturing the Oval Office : new historical approaches to the American presidency 
E169-W-2016,E,We the people : the modern-day figures who have reshaped and affirmed the Founding Fathers' vision of America 
E183-H-2016,E,American foreign relations : a new diplomatic history 
E840-C-2015,E,Perilous partners : the benefits and pitfalls of America's alliances with authoritarian regimes 
E176-L-2015,E,The American president : from Teddy Roosevelt to Bill Clinton 
E184-R-2016,E,Rural ethnic minority youth and families in the United States : theory
JA74-H-2016,JA,Affective communities in world politics : collective emotions after trauma 
JZ5584-A-2015,JZ,African frontiers : insurgency
JV1011-C-2016,JV,British imperialism : 1688-2015 
JC311-H-2016,JC,Cultural intimacy : social poetics and the real life of states
JQ2947-B-2015,JQ,Ethnicity
JZ1616-E-2016,JZ,Eurasia 2.0 : Russian geopolitics in the age of new media 
JC423-E-2016,JC,From majority rule to inclusive politics : electing a power-shareing coalitions 
JQ750-R-2016,JQ,Institutionalizing East Asia : mapping and reconfiguring regional cooperation 
JC179-B-2016,JC,Montesquieu's political economy 
JF1525-P-2015,JF,Policy practice and digital science : integrating complex systems
JZ1480-M-2016,JZ,The polythink syndrome : U.S. foreign policy decisions on 9
JV8706-W-2015,JV,Reverse migration in contemporary China : returnees
JZ1313-G-2015,JZ,Rising powers
JN30-F-2015,JN,Which European Union? : Europe after the Euro crisis 
JZ5538-W-2015,JZ,World peace 
JV4011-A-2016,JV,Archaeologies of early modern Spanish colonialism 
JF801-H-2015,JF,At the edges of citizenship : security and the constitution of non-citizen subjects 
JZ1319-M-2016,JZ,Making things international. 2
JN15-T-2016,JN,Narrating European society : toward a sociology of European integration 
JF514-P-2016,JF,Parliamentarians' professional development : the need for reform 
E169-A-2016,E,The American intellectual tradition 
F2056-G-2015,F,Grenada : revolution and invasion 
F1122-F-2015,F,Jack Fitzgerald's treasury of Newfoundland stories. Volume 1
F2088-H-2016,F,Saba's first inhabitants : a story of 3300 years of Amerindian occupation prior to European contact (1800 BC - AD 1492) 
F1123-A-2015,F,Something of me : my life down home and other places 
E757-D-2016,E,Theodore Roosevelt
F1060-D-2016,F,Through an unknown country : the Jarvis-Hanington winter expedition through the northern Rockies
E856-M-2016,E,In search of Nixon : a psychohistorical inquiry 
E895-R-2015,E,The neoconservative threat to world order : America's perilous war for hegemony 
E661-E-2015,E,New spirits : Americans in the Gilded Age
JA66-D-2016,JA,Barron's AP comparative government and politics 
JZ1242-D-2017,JZ,International politics : power and purpose in global affairs 
E841-A-1999,E,Essence of decision : explaining the Cuban Missile Crisis 
JA86-C-2011,JA,Comparative politics 
F1408-L-2010,F,Latin America 2010 
F1008-T-2009,F,Canada 2009 
F1008-T-2008,F,Canada
F1008-T-2007,F,Canada
F1008-T-2006,F,Canada
F1410-L-2007,F,Latin American politics and development 
F1410-B-2004,F,A history of Latin America : c. 1450 to the present 
F2508-D-1997,F,Brazil 
F2651-G-2009,F,Fordlandia : the rise and fall of Henry Ford's forgotten jungle city 
E579-G-2009,E,From the flame of battle to the fiery cross : the 3rd Tennessee Infantry with complete roster 
F1408-D-2009,F,Latin America 2009 
F1410-B-2008,F,Latin America
F1410-B-2007,F,Latin America 2007 
F1408-D-2006,F,Latin America
F3308-A-2001,F,Bolivia 
F3308-P-1996,F,Bolivia 
F2808-F-2000,F,Argentina 
F2508-A-2003,F,Brazil 
JA51-S-2013,JA,The statesman's yearbook 2014 : the politics
JZ4838-E-2008,JZ,The Europa directory of international organizations 2012. : monograph.
F2509-B-2008,F,Brazil 
JQ1830-M-2004,JQ,Politics and government in Israel : the maturation of a modern state 
JV51-L-2005,JV,Colonialism
JQ36-I-2005,JQ,India and emerging Asia 
JN5801-A-2009,JN,Governance and politics of the Netherlands 
JQ1729-K-2002,JQ,Korean society : civil society
JQ2720-B-2005,JQ,Politics in southern Africa : state and society in transition 
JQ751-S-2010,JQ,Burma
JN6695-R-2008,JN,Politics in Russia 
JN6695-R-2010,JN,Politics in Russia 
JN550-N-2005,JN,Parliament in British politics 
JQ24-C-2010,JQ,Comparing Asian politics : India
JPJoo-C-2010,JP,The Dream Star 
JN231-W-2003,JN,British politics 
JN5801-A-2005,JN,Governance and politics of the Netherlands 
JN956-D-2007,JN,Elections and voters in Britain 
E185-A-2007,E,Dreams from my father : a story of race and inheritance 
E178-T-2009,E,Taking sides. Clashing views in United States history 
JQ1830-A-1998,JQ,The second republic : politics in Israel 
JQ1510-D-2008,JQ,China's political system : modernization and tradition 
JQ1080-C-2004,JQ,Central Eurasia in global politics : conflict
JK216-T-2004,JK,Democracy in America 
JN7042-A-2006,JN,Democracy in Scandinavia : consensual
JQ1499-R-2007,JQ,Regionalism and globalization in East Asia : politics
